==3287== NVPROF is profiling process 3287, command: python index.py
==3287== Profiling application: python index.py
==3287== Profiling result:
   Start  Duration  Name
5.28259s  6.5880us  cudaStreamSynchronize
5.28261s  7.2790us  cudaMemcpyAsync
5.28262s  3.8440us  cudaStreamSynchronize
5.28265s  5.2380us  cudaMemcpyAsync
5.28265s  6.4150us  cudaStreamSynchronize
5.28267s  4.1510us  cudaMemcpyAsync
5.28268s  6.0740us  cudaStreamSynchronize
5.28270s  3.9093ms  cudaMemcpyAsync
5.28661s  32.217us  cudaStreamSynchronize
5.28683s  15.373us  cudaMemcpyAsync
5.28684s  7.7440us  cudaStreamSynchronize
5.28687s  5.1060us  cudaMemcpyAsync
5.28688s  6.1630us  cudaStreamSynchronize
5.28691s  5.4330us  cudaMemcpyAsync
5.28692s  8.1070us  cudaStreamSynchronize
5.28695s  4.8630us  cudaMemcpyAsync
5.28695s  6.2980us  cudaStreamSynchronize
5.28697s  4.3800us  cudaMemcpyAsync
5.28698s  6.0340us  cudaStreamSynchronize
5.28701s  241.78us  cudaMalloc
5.28727s  1.6522ms  cudaMemcpyAsync
5.28892s  117.44us  cudaStreamSynchronize
5.28911s  21.843us  cudaMemcpyAsync
5.28913s  7.4450us  cudaStreamSynchronize
5.28917s  6.8730us  cudaMemcpyAsync
5.28917s  6.6560us  cudaStreamSynchronize
5.28921s  6.5320us  cudaMemcpyAsync
5.28922s  40.408us  cudaStreamSynchronize
5.28928s  9.3460us  cudaMemcpyAsync
5.28929s  6.5150us  cudaStreamSynchronize
5.28931s  4.2920us  cudaMemcpyAsync
5.28932s  6.0800us  cudaStreamSynchronize
5.28939s  1.9217ms  cudaMemcpyAsync
5.29132s  116.70us  cudaStreamSynchronize
5.29154s  14.937us  cudaMemcpyAsync
5.29155s  7.5070us  cudaStreamSynchronize
5.29159s  5.5310us  cudaMemcpyAsync
5.29159s  6.5170us  cudaStreamSynchronize
5.29162s  5.1690us  cudaMemcpyAsync
5.29162s  6.3030us  cudaStreamSynchronize
5.29165s  4.7780us  cudaMemcpyAsync
5.29166s  6.0980us  cudaStreamSynchronize
5.29168s  4.4330us  cudaMemcpyAsync
5.29168s  6.0330us  cudaStreamSynchronize
5.29172s  245.92us  cudaMalloc
5.29198s  3.9013ms  cudaMemcpyAsync
5.29588s  32.400us  cudaStreamSynchronize
5.29608s  15.543us  cudaMemcpyAsync
5.29610s  7.7620us  cudaStreamSynchronize
5.29614s  7.6000us  cudaMemcpyAsync
5.29615s  5.9440us  cudaStreamSynchronize
5.29619s  5.5840us  cudaMemcpyAsync
5.29619s  6.2320us  cudaStreamSynchronize
5.29622s  4.7540us  cudaMemcpyAsync
5.29622s  6.5040us  cudaStreamSynchronize
5.29625s  4.3510us  cudaMemcpyAsync
5.29625s  6.5030us  cudaStreamSynchronize
5.29629s  236.48us  cudaMalloc
5.29654s  1.6609ms  cudaMemcpyAsync
5.29820s  116.39us  cudaStreamSynchronize
5.29838s  21.731us  cudaMemcpyAsync
5.29841s  7.5750us  cudaStreamSynchronize
5.29845s  8.0480us  cudaMemcpyAsync
5.29845s  6.8980us  cudaStreamSynchronize
5.29849s  16.367us  cudaMemcpyAsync
5.29851s  6.7860us  cudaStreamSynchronize
5.29854s  5.9900us  cudaMemcpyAsync
5.29855s  6.8340us  cudaStreamSynchronize
5.29857s  4.2260us  cudaMemcpyAsync
5.29857s  6.0750us  cudaStreamSynchronize
5.29864s  1.6811ms  cudaMemcpyAsync
5.30032s  114.89us  cudaStreamSynchronize
5.30052s  12.295us  cudaMemcpyAsync
5.30053s  9.2970us  cudaStreamSynchronize
5.30058s  6.7180us  cudaMemcpyAsync
5.30059s  7.5610us  cudaStreamSynchronize
5.30062s  5.2480us  cudaMemcpyAsync
5.30063s  6.3900us  cudaStreamSynchronize
5.30092s  15.977us  cudaMemcpyAsync
5.30093s  9.0860us  cudaStreamSynchronize
5.30097s  4.9800us  cudaMemcpyAsync
5.30097s  7.7610us  cudaStreamSynchronize
5.30101s  3.9188ms  cudaMemcpyAsync
5.30493s  32.927us  cudaStreamSynchronize
5.30527s  16.256us  cudaMemcpyAsync
5.30528s  7.7630us  cudaStreamSynchronize
5.30532s  18.618us  cudaMemcpyAsync
5.30534s  6.1070us  cudaStreamSynchronize
5.30538s  5.5990us  cudaMemcpyAsync
5.30538s  6.1320us  cudaStreamSynchronize
5.30540s  8.2230us  cudaMemcpyAsync
5.30541s  4.5650us  cudaStreamSynchronize
5.30543s  4.3560us  cudaMemcpyAsync
5.30543s  6.0850us  cudaStreamSynchronize
5.30547s  243.81us  cudaMalloc
5.30572s  1.6549ms  cudaMemcpyAsync
5.30738s  122.18us  cudaStreamSynchronize
5.30758s  21.227us  cudaMemcpyAsync
5.30760s  7.5340us  cudaStreamSynchronize
5.30764s  7.1430us  cudaMemcpyAsync
5.30765s  6.8350us  cudaStreamSynchronize
5.30768s  6.6770us  cudaMemcpyAsync
5.30769s  6.9000us  cudaStreamSynchronize
5.30771s  7.8290us  cudaMemcpyAsync
5.30772s  4.0460us  cudaStreamSynchronize
5.30774s  4.1130us  cudaMemcpyAsync
5.30774s  6.1380us  cudaStreamSynchronize
5.30782s  1.7086ms  cudaMemcpyAsync
5.30953s  115.81us  cudaStreamSynchronize
5.30971s  11.956us  cudaMemcpyAsync
5.30972s  6.7810us  cudaStreamSynchronize
5.30976s  7.9960us  cudaMemcpyAsync
5.30977s  6.0920us  cudaStreamSynchronize
5.30980s  5.8590us  cudaMemcpyAsync
5.30980s  6.1500us  cudaStreamSynchronize
5.30982s  4.5830us  cudaMemcpyAsync
5.30983s  6.3650us  cudaStreamSynchronize
5.30986s  5.0450us  cudaMemcpyAsync
5.30986s  6.1480us  cudaStreamSynchronize
5.30990s  4.1745ms  cudaMemcpyAsync
5.31407s  31.451us  cudaStreamSynchronize
5.31428s  17.149us  cudaMemcpyAsync
5.31430s  7.6720us  cudaStreamSynchronize
5.31433s  5.7280us  cudaMemcpyAsync
5.31434s  6.1460us  cudaStreamSynchronize
5.31438s  6.0330us  cudaMemcpyAsync
5.31439s  6.1380us  cudaStreamSynchronize
5.31441s  4.7940us  cudaMemcpyAsync
5.31442s  6.2380us  cudaStreamSynchronize
5.31444s  4.6850us  cudaMemcpyAsync
5.31444s  5.9860us  cudaStreamSynchronize
5.31449s  275.66us  cudaMalloc
5.31478s  1.6539ms  cudaMemcpyAsync
5.31643s  118.69us  cudaStreamSynchronize
5.31662s  23.125us  cudaMemcpyAsync
5.31665s  7.0040us  cudaStreamSynchronize
5.31668s  6.5560us  cudaMemcpyAsync
5.31669s  6.7920us  cudaStreamSynchronize
5.31673s  6.4420us  cudaMemcpyAsync
5.31673s  6.5800us  cudaStreamSynchronize
5.31675s  5.8500us  cudaMemcpyAsync
5.31676s  6.9530us  cudaStreamSynchronize
5.31679s  4.8020us  cudaMemcpyAsync
5.31680s  6.1260us  cudaStreamSynchronize
5.31686s  1.7120ms  cudaMemcpyAsync
5.31857s  116.95us  cudaStreamSynchronize
5.31876s  11.497us  cudaMemcpyAsync
5.31877s  6.8740us  cudaStreamSynchronize
5.31881s  5.8580us  cudaMemcpyAsync
5.31882s  6.2320us  cudaStreamSynchronize
5.31885s  8.1390us  cudaMemcpyAsync
5.31885s  6.2400us  cudaStreamSynchronize
5.31887s  5.1910us  cudaMemcpyAsync
5.31888s  6.5110us  cudaStreamSynchronize
5.31890s  4.0870us  cudaMemcpyAsync
5.31891s  6.1240us  cudaStreamSynchronize
5.31894s  4.1726ms  cudaMemcpyAsync
5.32311s  29.696us  cudaStreamSynchronize
5.32333s  16.788us  cudaMemcpyAsync
5.32335s  7.5210us  cudaStreamSynchronize
5.32338s  6.0580us  cudaMemcpyAsync
5.32338s  6.2550us  cudaStreamSynchronize
5.32342s  15.637us  cudaMemcpyAsync
5.32343s  5.9250us  cudaStreamSynchronize
5.32346s  4.9340us  cudaMemcpyAsync
5.32346s  6.1320us  cudaStreamSynchronize
5.32348s  4.2160us  cudaMemcpyAsync
5.32349s  16.649us  cudaStreamSynchronize
5.32353s  269.77us  cudaMalloc
5.32382s  1.6684ms  cudaMemcpyAsync
5.32549s  118.58us  cudaStreamSynchronize
5.32568s  22.375us  cudaMemcpyAsync
5.32571s  7.1300us  cudaStreamSynchronize
5.32575s  7.5650us  cudaMemcpyAsync
5.32576s  6.6010us  cudaStreamSynchronize
5.32580s  6.6450us  cudaMemcpyAsync
5.32580s  6.8220us  cudaStreamSynchronize
5.32583s  5.7880us  cudaMemcpyAsync
5.32583s  6.5540us  cudaStreamSynchronize
5.32585s  6.5250us  cudaMemcpyAsync
5.32586s  3.5840us  cudaStreamSynchronize
5.32595s  3.4381ms  cudaMemcpyAsync
5.32939s  115.77us  cudaStreamSynchronize
5.32969s  15.604us  cudaMemcpyAsync
5.32970s  7.7150us  cudaStreamSynchronize
5.32974s  5.9660us  cudaMemcpyAsync
5.32974s  6.3920us  cudaStreamSynchronize
5.32978s  5.7010us  cudaMemcpyAsync
5.32978s  6.3230us  cudaStreamSynchronize
5.32980s  5.4640us  cudaMemcpyAsync
5.32981s  6.5970us  cudaStreamSynchronize
5.32983s  6.4270us  cudaMemcpyAsync
5.32983s  8.0060us  cudaStreamSynchronize
5.32987s  16.997ms  cudaMemcpyAsync
5.34688s  94.599us  cudaStreamSynchronize
5.34758s  38.254us  cudaMemcpyAsync
5.34762s  8.0720us  cudaStreamSynchronize
5.34767s  7.2260us  cudaMemcpyAsync
5.34768s  6.4870us  cudaStreamSynchronize
5.34772s  7.1720us  cudaMemcpyAsync
5.34773s  6.2460us  cudaStreamSynchronize
5.34775s  4.8880us  cudaMemcpyAsync
5.34775s  6.3410us  cudaStreamSynchronize
5.34777s  4.4770us  cudaMemcpyAsync
5.34778s  6.0660us  cudaStreamSynchronize
5.34782s  367.86us  cudaMalloc
5.34821s  7.0726ms  cudaMemcpyAsync
5.35529s  104.07us  cudaStreamSynchronize
5.35578s  56.399us  cudaMemcpyAsync
5.35583s  9.6350us  cudaStreamSynchronize
5.35588s  16.903us  cudaMemcpyAsync
5.35590s  7.8860us  cudaStreamSynchronize
5.35594s  17.003us  cudaMemcpyAsync
5.35596s  7.8240us  cudaStreamSynchronize
5.35599s  13.614us  cudaMemcpyAsync
5.35600s  7.5360us  cudaStreamSynchronize
5.35603s  5.3390us  cudaMemcpyAsync
5.35603s  6.0600us  cudaStreamSynchronize
5.35609s  14.581ms  cudaMemcpyAsync
5.37068s  97.839us  cudaStreamSynchronize
5.37136s  46.438us  cudaMemcpyAsync
5.37141s  9.4960us  cudaStreamSynchronize
5.37146s  21.257us  cudaMemcpyAsync
5.37148s  7.8010us  cudaStreamSynchronize
5.37152s  21.325us  cudaMemcpyAsync
5.37154s  7.8930us  cudaStreamSynchronize
5.37157s  14.317us  cudaMemcpyAsync
5.37159s  7.4980us  cudaStreamSynchronize
5.37161s  4.3710us  cudaMemcpyAsync
5.37161s  6.0670us  cudaStreamSynchronize
5.37168s  7.0363ms  cudaMemcpyAsync
5.37872s  101.32us  cudaStreamSynchronize
5.37918s  39.620us  cudaMemcpyAsync
5.37922s  8.8210us  cudaStreamSynchronize
5.37927s  7.7810us  cudaMemcpyAsync
5.37927s  6.5140us  cudaStreamSynchronize
5.37930s  5.3230us  cudaMemcpyAsync
5.37931s  6.3720us  cudaStreamSynchronize
5.37934s  5.2350us  cudaMemcpyAsync
5.37934s  6.3550us  cudaStreamSynchronize
5.37937s  5.3690us  cudaMemcpyAsync
5.37937s  6.4890us  cudaStreamSynchronize
5.37941s  383.82us  cudaMalloc
5.37982s  15.880ms  cudaMemcpyAsync
5.39571s  95.140us  cudaStreamSynchronize
5.39638s  38.553us  cudaMemcpyAsync
5.39642s  8.0970us  cudaStreamSynchronize
5.39647s  6.5550us  cudaMemcpyAsync
5.39648s  6.3980us  cudaStreamSynchronize
5.39652s  7.4040us  cudaMemcpyAsync
5.39653s  6.4150us  cudaStreamSynchronize
5.39656s  6.7740us  cudaMemcpyAsync
5.39656s  6.3940us  cudaStreamSynchronize
5.39658s  6.6180us  cudaMemcpyAsync
5.39659s  6.0250us  cudaStreamSynchronize
5.39664s  6.7244ms  cudaMemcpyAsync
5.40337s  111.29us  cudaStreamSynchronize
5.40409s  52.101us  cudaMemcpyAsync
5.40414s  9.2260us  cudaStreamSynchronize
5.40419s  15.210us  cudaMemcpyAsync
5.40421s  6.6400us  cudaStreamSynchronize
5.40425s  14.521us  cudaMemcpyAsync
5.40426s  6.8720us  cudaStreamSynchronize
5.40429s  14.992us  cudaMemcpyAsync
5.40431s  6.8810us  cudaStreamSynchronize
5.40433s  4.3490us  cudaMemcpyAsync
5.40433s  6.1450us  cudaStreamSynchronize
5.40440s  6.7061ms  cudaMemcpyAsync
5.41111s  105.80us  cudaStreamSynchronize
5.41152s  29.029us  cudaMemcpyAsync
5.41155s  8.0470us  cudaStreamSynchronize
5.41159s  9.5130us  cudaMemcpyAsync
5.41160s  6.2050us  cudaStreamSynchronize
5.41163s  5.4590us  cudaMemcpyAsync
5.41164s  6.6570us  cudaStreamSynchronize
5.41167s  5.5160us  cudaMemcpyAsync
5.41167s  6.6510us  cudaStreamSynchronize
5.41169s  4.0800us  cudaMemcpyAsync
5.41170s  6.1270us  cudaStreamSynchronize
5.41174s  367.86us  cudaMalloc
5.41212s  15.707ms  cudaMemcpyAsync
5.42784s  110.63us  cudaStreamSynchronize
5.42852s  35.418us  cudaMemcpyAsync
5.42856s  8.2220us  cudaStreamSynchronize
5.42861s  7.4300us  cudaMemcpyAsync
5.42862s  6.4110us  cudaStreamSynchronize
5.42865s  5.6670us  cudaMemcpyAsync
5.42865s  6.4010us  cudaStreamSynchronize
5.42868s  5.2350us  cudaMemcpyAsync
5.42869s  6.1350us  cudaStreamSynchronize
5.42871s  5.4660us  cudaMemcpyAsync
5.42871s  6.0820us  cudaStreamSynchronize
5.42875s  7.0270ms  cudaMemcpyAsync
5.43578s  106.96us  cudaStreamSynchronize
5.43626s  40.986us  cudaMemcpyAsync
5.43630s  8.5560us  cudaStreamSynchronize
5.43635s  14.605us  cudaMemcpyAsync
5.43636s  6.9420us  cudaStreamSynchronize
5.43640s  14.525us  cudaMemcpyAsync
5.43642s  7.2240us  cudaStreamSynchronize
5.43644s  13.373us  cudaMemcpyAsync
5.43646s  6.3890us  cudaStreamSynchronize
5.43648s  4.4870us  cudaMemcpyAsync
5.43648s  6.2040us  cudaStreamSynchronize
5.43662s  15.036ms  cudaMemcpyAsync
5.45166s  81.254us  cudaStreamSynchronize
5.45224s  41.167us  cudaMemcpyAsync
5.45228s  7.8890us  cudaStreamSynchronize
9.22677s  244.34us  cudaMemcpyAsync
9.22701s  70.571us  cudaStreamSynchronize
9.22760s  46.733us  cudaStreamCreateWithFlags
9.22765s  3.0200us  cudaStreamCreateWithFlags
9.22765s  3.5230us  cudaStreamCreateWithFlags
9.22765s  2.2000us  cudaStreamCreateWithFlags
9.22765s  3.2640us  cudaStreamCreateWithFlags
9.22766s  3.5280us  cudaStreamCreateWithFlags
9.22766s  2.1390us  cudaStreamCreateWithFlags
9.22766s  3.0720us  cudaStreamCreateWithFlags
9.22767s  1.4770us  cudaDeviceGetStreamPriorityRange
9.22767s  322.06us  cudaStreamCreateWithPriority
9.22799s  3.2840us  cudaStreamCreateWithPriority
9.22800s  4.5280us  cudaStreamCreateWithPriority
9.22800s  2.6210us  cudaStreamCreateWithPriority
9.22801s  151.23us  cudaMalloc
9.22816s  80.823us  cudaMemsetAsync
9.22824s  6.1780us  cudaMalloc
9.22825s  15.302us  cudaMemsetAsync
9.22826s  3.8980us  cudaMalloc
9.22827s  13.057us  cudaMemsetAsync
9.22828s  4.4430us  cudaMalloc
9.22828s  10.579us  cudaMemsetAsync
9.22831s  1.1524ms  cudaHostAlloc
9.22946s  3.0070us  cudaHostGetDevicePointer
9.23039s     747ns  cuDriverGetVersion
9.23039s  3.5010us  cuInit
9.23041s     561ns  cuDeviceGetCount
9.23041s     170ns  cuDeviceGet
9.23041s  32.711us  cuDeviceGetName
9.23045s     546ns  cuDeviceTotalMem
9.23064s  333.69ms  cudaFree
9.56451s     303ns  cuDriverGetVersion
9.56451s  2.9900us  cuInit
9.56455s     864ns  cuDeviceGetCount
9.56455s     199ns  cuDeviceGet
9.56455s  34.801us  cuDeviceGetName
9.56459s     936ns  cuDeviceTotalMem
9.56478s  213.32ms  cudaFree
9.77811s  48.394us  cudaMalloc
9.77816s  29.635us  cudaMemcpy
9.77840s  16.520us  cudaMalloc
9.77842s  5.3060us  cudaMalloc
9.77848s  1.0850us  cudaFree
9.77873s  3.3480us  cudaFree
9.77875s  8.0500us  cudaEventRecord
9.77919s  63.292us  cudaLaunchKernel (cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams) [13643])
9.77925s     446ns  cudaGetLastError
9.77925s     124ns  cudaGetLastError
9.77927s  27.313us  cudaLaunchKernel (volta_scudnn_128x64_relu_medium_nn_v1 [13646])
9.77930s     202ns  cudaGetLastError
9.77991s  255.61us  cudaMalloc
9.78018s  5.1360us  cudaEventRecord
9.78022s  33.123us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78049s  40.480us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [13683])
9.78053s     277ns  cudaGetLastError
9.78083s  171.09us  cudaMalloc
9.78103s  33.580us  cudaLaunchKernel (void at::native::_GLOBAL__N__63_tmpxft_00000eed_00000000_11_DilatedMaxPool2d_compute_75_cpp1_ii_db999de0::max_pool_forward_nchw<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::n
9.78106s     262ns  cudaGetLastError
9.78125s  3.7060us  cudaEventRecord
9.78131s  14.804us  cudaBindTexture
9.78133s  60.622us  cudaLaunchKernel (void cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=102
9.78139s     302ns  cudaGetLastError
9.78139s  1.3460us  cudaUnbindTexture
9.78147s  176.10us  cudaMalloc
9.78165s  3.8410us  cudaEventRecord
9.78167s  18.044us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78173s  11.570us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [13773])
9.78175s     224ns  cudaGetLastError
9.78180s  2.5230us  cudaEventRecord
9.78191s  24.995us  cudaLaunchKernel (void cudnn::winograd::generateWinogradTilesKernel<int=0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>) [13798])
9.78194s     227ns  cudaGetLastError
9.78194s  18.339us  cudaLaunchKernel (volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1 [13800])
9.78205s  165.78us  cudaMalloc
9.78222s  6.3240us  cudaEventRecord
9.78224s  16.141us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78229s  10.320us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [13836])
9.78231s     232ns  cudaGetLastError
9.78237s  2.4060us  cudaEventRecord
9.78241s  13.313us  cudaLaunchKernel (cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams) [13861])
9.78242s     205ns  cudaGetLastError
9.78242s     124ns  cudaGetLastError
9.78243s  19.835us  cudaLaunchKernel (volta_scudnn_128x64_relu_interior_nn_v1 [13864])
9.78245s     166ns  cudaGetLastError
9.78252s  2.4650us  cudaEventRecord
9.78254s  10.350us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78261s  2.2670us  cudaEventRecord
9.78263s  16.100us  cudaLaunchKernel (cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams) [13918])
9.78265s     226ns  cudaGetLastError
9.78265s     132ns  cudaGetLastError
9.78265s  8.6250us  cudaLaunchKernel (volta_scudnn_128x64_relu_interior_nn_v1 [13921])
9.78266s     155ns  cudaGetLastError
9.78273s  2.3550us  cudaEventRecord
9.78274s  9.7850us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78283s  27.120us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZZZNS0_15add_kernel_cudaERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [13956])
9.78286s     223ns  cudaGetLastError
9.78288s  8.4020us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [13962])
9.78289s     183ns  cudaGetLastError
9.78294s  2.2550us  cudaEventRecord
9.78297s  6.7770us  cudaBindTexture
9.78297s  28.807us  cudaLaunchKernel (void cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=102
9.78300s     232ns  cudaGetLastError
9.78300s  1.1690us  cudaUnbindTexture
9.78308s  167.40us  cudaMalloc
9.78325s  3.2390us  cudaEventRecord
9.78327s  16.414us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78333s  10.146us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [14025])
9.78334s     226ns  cudaGetLastError
9.78338s  2.2740us  cudaEventRecord
9.78341s  11.325us  cudaLaunchKernel (void cudnn::winograd::generateWinogradTilesKernel<int=0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>) [14050])
9.78342s     217ns  cudaGetLastError
9.78343s  8.4140us  cudaLaunchKernel (volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1 [14052])
9.78350s  180.96us  cudaMalloc
9.78369s  3.4630us  cudaEventRecord
9.78371s  16.351us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78376s  9.8540us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [14088])
9.78377s     244ns  cudaGetLastError
9.78382s  2.3930us  cudaEventRecord
9.78384s  10.910us  cudaLaunchKernel (cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams) [14113])
9.78385s     185ns  cudaGetLastError
9.78385s     134ns  cudaGetLastError
9.78386s  9.3720us  cudaLaunchKernel (volta_scudnn_128x64_relu_interior_nn_v1 [14116])
9.78387s     136ns  cudaGetLastError
9.78392s  2.0460us  cudaEventRecord
9.78393s  9.6340us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78396s  8.9470us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZZZNS0_15add_kernel_cudaERNS_14TensorIteratorEN3c106ScalarEENKUlvE_clEvENKUlvE2_clEvEUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [14151])
9.78397s  4.5160us  cudaGetLastError
9.78400s  7.7770us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [14157])
9.78400s     210ns  cudaGetLastError
9.78405s  2.0080us  cudaEventRecord
9.78406s  5.4020us  cudaBindTexture
9.78407s  19.682us  cudaLaunchKernel (void cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=102
9.78409s     209ns  cudaGetLastError
9.78409s  1.0830us  cudaUnbindTexture
9.78414s  195.60us  cudaMalloc
9.78434s  3.4010us  cudaEventRecord
9.78436s  16.855us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
9.78442s  9.3350us  cudaLaunchKernel (_ZN2at6native6modern29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_ [14220])
9.78443s     225ns  cudaGetLastError
9.78448s  2.3580us  cudaEventRecord
9.78451s  11.727us  cudaLaunchKernel (void cudnn::winograd::generateWinogradTilesKernel<int=0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>) [14245])
9.78453s     230ns  cudaGetLastError
9.78453s  6.3920us  cudaLaunchKernel (volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1 [14247])
9.78459s  164.98us  cudaMalloc
9.78476s  2.8900us  cudaEventRecord
9.78478s  15.166us  cudaLaunchKernel (void cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>(float, cudnn::detail::bn_fw_inf_1C11_kernel_NCHW<float, float, bool=1, int=1>, cudnnTensorStruct, float const *, float, cudnnTensorStruct*, float, cudnn::detail:
