==3287== NVPROF is profiling process 3287, command: python index.py
==3287== Profiling application: python index.py
==3287== Profiling result:
   Start  Duration  Name
5.07722s     379ns  cudaGetDevice
5.07724s     343ns  cudaGetDevice
5.07724s  17.201us  cudaMemcpyAsync
5.07726s  8.2700us  cudaStreamSynchronize
5.07726s     468ns  cudaSetDevice
5.07729s     564ns  cudaGetDevice
5.07729s     273ns  cudaGetDevice
5.07729s     254ns  cudaGetDevice
5.07729s     276ns  cudaGetDevice
5.07729s     250ns  cudaGetDevice
5.07729s     248ns  cudaGetDevice
5.07729s     245ns  cudaGetDevice
5.07730s     439ns  cudaSetDevice
5.07730s     276ns  cudaSetDevice
5.07730s     294ns  cudaGetDevice
5.07730s     251ns  cudaGetDevice
5.07730s  13.631us  cudaMemcpyAsync
5.07732s  5.7730us  cudaStreamSynchronize
5.07732s     397ns  cudaSetDevice
5.07734s     578ns  cudaGetDevice
5.07734s     273ns  cudaGetDevice
5.07734s     256ns  cudaGetDevice
5.07734s     262ns  cudaGetDevice
5.07734s     250ns  cudaGetDevice
5.07734s     247ns  cudaGetDevice
5.07734s     253ns  cudaGetDevice
5.07735s     449ns  cudaSetDevice
5.07735s     275ns  cudaSetDevice
5.07736s     384ns  cudaGetDevice
5.07736s     253ns  cudaGetDevice
5.07736s  7.8650us  cudaMemcpyAsync
5.07737s  6.2020us  cudaStreamSynchronize
5.07737s     406ns  cudaSetDevice
5.07738s     378ns  cudaGetDevice
5.07738s     269ns  cudaGetDevice
5.07738s     258ns  cudaGetDevice
5.07738s     265ns  cudaGetDevice
5.07738s     245ns  cudaGetDevice
5.07738s     249ns  cudaGetDevice
5.07738s     249ns  cudaGetDevice
5.07738s     342ns  cudaSetDevice
5.07738s     274ns  cudaSetDevice
5.07739s     295ns  cudaGetDevice
5.07739s     241ns  cudaGetDevice
5.07739s  4.4040us  cudaMemcpyAsync
5.07739s  6.2670us  cudaStreamSynchronize
5.07740s     333ns  cudaSetDevice
5.07740s     363ns  cudaGetDevice
5.07740s     264ns  cudaGetDevice
5.07740s     255ns  cudaGetDevice
5.07740s     264ns  cudaGetDevice
5.07740s     255ns  cudaGetDevice
5.07740s     243ns  cudaGetDevice
5.07740s     248ns  cudaGetDevice
5.07741s     340ns  cudaSetDevice
5.07741s     280ns  cudaSetDevice
5.07741s     288ns  cudaGetDevice
5.07741s     253ns  cudaGetDevice
5.07741s  4.1100us  cudaMemcpyAsync
5.07741s  6.1320us  cudaStreamSynchronize
5.07742s     326ns  cudaSetDevice
5.07744s     566ns  cudaGetDevice
5.07745s  2.0500us  cudaGetDevice
5.07745s     275ns  cudaGetDevice
5.07745s     264ns  cudaGetDevice
5.07745s     253ns  cudaGetDevice
5.07745s     250ns  cudaGetDevice
5.07745s     252ns  cudaGetDevice
5.07745s  177.24us  cudaMalloc
5.07763s  1.3870us  cudaSetDevice
5.07764s     292ns  cudaSetDevice
5.07764s     519ns  cudaGetDevice
5.07764s     248ns  cudaGetDevice
5.07764s  1.6029ms  cudaMemcpyAsync
5.07925s  119.79us  cudaStreamSynchronize
5.07937s  1.0180us  cudaSetDevice
5.07943s     864ns  cudaGetDevice
5.07943s     279ns  cudaGetDevice
5.07944s     257ns  cudaGetDevice
5.07944s     272ns  cudaGetDevice
5.07944s     254ns  cudaGetDevice
5.07944s     250ns  cudaGetDevice
5.07944s     249ns  cudaGetDevice
5.07944s     629ns  cudaSetDevice
5.07944s     274ns  cudaSetDevice
5.07945s     296ns  cudaGetDevice
5.07945s     249ns  cudaGetDevice
5.07945s  19.817us  cudaMemcpyAsync
5.07947s  7.6770us  cudaStreamSynchronize
5.07948s     411ns  cudaSetDevice
5.07949s  9.0260us  cudaGetDevice
5.07950s     287ns  cudaGetDevice
5.07950s     260ns  cudaGetDevice
5.07950s     271ns  cudaGetDevice
5.07950s     247ns  cudaGetDevice
5.07950s     244ns  cudaGetDevice
5.07950s     247ns  cudaGetDevice
5.07951s     500ns  cudaSetDevice
5.07951s     291ns  cudaSetDevice
5.07951s     289ns  cudaGetDevice
5.07951s     250ns  cudaGetDevice
5.07951s  14.422us  cudaMemcpyAsync
5.07953s  6.7390us  cudaStreamSynchronize
5.07953s     406ns  cudaSetDevice
5.07955s     581ns  cudaGetDevice
5.07955s     269ns  cudaGetDevice
5.07955s     260ns  cudaGetDevice
5.07955s     268ns  cudaGetDevice
5.07955s     255ns  cudaGetDevice
5.07956s     245ns  cudaGetDevice
5.07956s     254ns  cudaGetDevice
5.07956s     497ns  cudaSetDevice
5.07956s     286ns  cudaSetDevice
5.07956s     294ns  cudaGetDevice
5.07956s     250ns  cudaGetDevice
5.07956s  13.761us  cudaMemcpyAsync
5.07958s  7.5160us  cudaStreamSynchronize
5.07958s     421ns  cudaSetDevice
5.07959s     410ns  cudaGetDevice
5.07959s     267ns  cudaGetDevice
5.07959s     252ns  cudaGetDevice
5.07959s     267ns  cudaGetDevice
5.07959s     254ns  cudaGetDevice
5.07959s     245ns  cudaGetDevice
5.07959s     245ns  cudaGetDevice
5.07959s     370ns  cudaSetDevice
5.07959s     274ns  cudaSetDevice
5.07961s     381ns  cudaGetDevice
5.07961s     248ns  cudaGetDevice
5.07961s  5.9520us  cudaMemcpyAsync
5.07961s  7.4350us  cudaStreamSynchronize
5.07962s     401ns  cudaSetDevice
5.07962s     390ns  cudaGetDevice
5.07963s     294ns  cudaGetDevice
5.07963s     252ns  cudaGetDevice
5.07963s     266ns  cudaGetDevice
5.07963s     249ns  cudaGetDevice
5.07963s     245ns  cudaGetDevice
5.07963s     246ns  cudaGetDevice
5.07963s     327ns  cudaSetDevice
5.07963s     275ns  cudaSetDevice
5.07964s     370ns  cudaGetDevice
5.07965s     243ns  cudaGetDevice
5.07965s  4.7810us  cudaMemcpyAsync
5.07965s  6.4890us  cudaStreamSynchronize
5.07966s     412ns  cudaSetDevice
5.07970s     561ns  cudaGetDevice
5.07970s     265ns  cudaGetDevice
5.07970s  1.9320us  cudaGetDevice
5.07970s     283ns  cudaGetDevice
5.07970s     256ns  cudaGetDevice
5.07970s     244ns  cudaGetDevice
5.07970s     252ns  cudaGetDevice
5.07971s     498ns  cudaSetDevice
5.07971s     275ns  cudaSetDevice
5.07972s     370ns  cudaGetDevice
5.07972s     251ns  cudaGetDevice
5.07972s  1.6158ms  cudaMemcpyAsync
5.08133s  117.76us  cudaStreamSynchronize
5.08145s  1.0970us  cudaSetDevice
5.08152s     912ns  cudaGetDevice
5.08152s     295ns  cudaGetDevice
5.08153s     262ns  cudaGetDevice
5.08153s     267ns  cudaGetDevice
5.08153s     256ns  cudaGetDevice
5.08153s     247ns  cudaGetDevice
5.08153s     257ns  cudaGetDevice
5.08153s     657ns  cudaSetDevice
5.08153s     274ns  cudaSetDevice
5.08154s     291ns  cudaGetDevice
5.08154s     252ns  cudaGetDevice
5.08154s  30.685us  cudaMemcpyAsync
5.08157s  7.0590us  cudaStreamSynchronize
5.08158s     422ns  cudaSetDevice
5.08160s     530ns  cudaGetDevice
5.08160s     299ns  cudaGetDevice
5.08160s     263ns  cudaGetDevice
5.08160s     267ns  cudaGetDevice
5.08160s     250ns  cudaGetDevice
5.08160s     252ns  cudaGetDevice
5.08160s     250ns  cudaGetDevice
5.08160s     455ns  cudaSetDevice
5.08161s     275ns  cudaSetDevice
5.08161s     302ns  cudaGetDevice
5.08161s     244ns  cudaGetDevice
5.08161s  5.6940us  cudaMemcpyAsync
5.08162s  6.2940us  cudaStreamSynchronize
5.08162s     363ns  cudaSetDevice
5.08163s     416ns  cudaGetDevice
5.08163s     265ns  cudaGetDevice
5.08163s     252ns  cudaGetDevice
5.08163s     266ns  cudaGetDevice
5.08163s     251ns  cudaGetDevice
5.08164s     250ns  cudaGetDevice
5.08164s     252ns  cudaGetDevice
5.08164s     379ns  cudaSetDevice
5.08164s     278ns  cudaSetDevice
5.08165s     367ns  cudaGetDevice
5.08165s     251ns  cudaGetDevice
5.08165s  5.7050us  cudaMemcpyAsync
5.08166s  6.4180us  cudaStreamSynchronize
5.08166s     400ns  cudaSetDevice
5.08168s     543ns  cudaGetDevice
5.08168s     265ns  cudaGetDevice
5.08168s     254ns  cudaGetDevice
5.08168s     265ns  cudaGetDevice
5.08168s     249ns  cudaGetDevice
5.08168s     251ns  cudaGetDevice
5.08168s     243ns  cudaGetDevice
5.08168s     451ns  cudaSetDevice
5.08168s     274ns  cudaSetDevice
5.08168s     300ns  cudaGetDevice
5.08168s     253ns  cudaGetDevice
5.08169s  5.0490us  cudaMemcpyAsync
5.08169s  6.2280us  cudaStreamSynchronize
5.08170s     363ns  cudaSetDevice
5.08170s     374ns  cudaGetDevice
5.08170s     275ns  cudaGetDevice
5.08170s     257ns  cudaGetDevice
5.08170s     267ns  cudaGetDevice
5.08170s     245ns  cudaGetDevice
5.08170s     246ns  cudaGetDevice
5.08170s     245ns  cudaGetDevice
5.08171s     344ns  cudaSetDevice
5.08171s     275ns  cudaSetDevice
5.08172s     370ns  cudaGetDevice
5.08172s     247ns  cudaGetDevice
5.08172s  4.5200us  cudaMemcpyAsync
5.08172s  6.1440us  cudaStreamSynchronize
5.08173s     411ns  cudaSetDevice
5.08175s     564ns  cudaGetDevice
5.08175s     275ns  cudaGetDevice
5.08175s     258ns  cudaGetDevice
5.08175s     263ns  cudaGetDevice
5.08175s     250ns  cudaGetDevice
5.08175s  2.2980us  cudaGetDevice
5.08175s     267ns  cudaGetDevice
5.08176s     455ns  cudaSetDevice
5.08176s     279ns  cudaSetDevice
5.08176s     372ns  cudaGetDevice
5.08177s     250ns  cudaGetDevice
5.08177s  3.8242ms  cudaMemcpyAsync
5.08559s  33.995us  cudaStreamSynchronize
5.08563s  1.0150us  cudaSetDevice
5.08587s  2.6290us  cudaGetDevice
5.08588s     341ns  cudaGetDevice
5.08588s     298ns  cudaGetDevice
5.08588s     276ns  cudaGetDevice
5.08588s     269ns  cudaGetDevice
5.08588s     248ns  cudaGetDevice
5.08589s     256ns  cudaGetDevice
5.08589s  1.3440us  cudaSetDevice
5.08589s     341ns  cudaSetDevice
5.08590s     324ns  cudaGetDevice
5.08590s     270ns  cudaGetDevice
5.08590s  17.599us  cudaMemcpyAsync
5.08592s  7.8550us  cudaStreamSynchronize
5.08592s     488ns  cudaSetDevice
5.08594s     539ns  cudaGetDevice
5.08594s     294ns  cudaGetDevice
5.08594s     258ns  cudaGetDevice
5.08595s     282ns  cudaGetDevice
5.08595s     249ns  cudaGetDevice
5.08595s     250ns  cudaGetDevice
5.08595s     246ns  cudaGetDevice
5.08595s     428ns  cudaSetDevice
5.08595s     317ns  cudaSetDevice
5.08595s     308ns  cudaGetDevice
5.08595s     275ns  cudaGetDevice
5.08595s  28.392us  cudaMemcpyAsync
5.08598s  6.0140us  cudaStreamSynchronize
5.08599s     485ns  cudaSetDevice
5.08601s     578ns  cudaGetDevice
5.08601s     284ns  cudaGetDevice
5.08601s     257ns  cudaGetDevice
5.08601s     271ns  cudaGetDevice
5.08602s     252ns  cudaGetDevice
5.08602s     248ns  cudaGetDevice
5.08602s     250ns  cudaGetDevice
5.08602s     467ns  cudaSetDevice
5.08602s     277ns  cudaSetDevice
5.08603s     368ns  cudaGetDevice
5.08603s     246ns  cudaGetDevice
5.08603s  6.1220us  cudaMemcpyAsync
5.08604s  6.1620us  cudaStreamSynchronize
5.08604s     402ns  cudaSetDevice
5.08605s     367ns  cudaGetDevice
5.08605s     258ns  cudaGetDevice
5.08605s     254ns  cudaGetDevice
5.08605s     261ns  cudaGetDevice
5.08605s     248ns  cudaGetDevice
5.08605s     245ns  cudaGetDevice
5.08605s     244ns  cudaGetDevice
5.08605s     347ns  cudaSetDevice
5.08605s     276ns  cudaSetDevice
5.08606s     367ns  cudaGetDevice
5.08606s     249ns  cudaGetDevice
5.08606s  4.5500us  cudaMemcpyAsync
5.08606s  6.1350us  cudaStreamSynchronize
5.08607s     352ns  cudaSetDevice
5.08607s     366ns  cudaGetDevice
5.08607s     264ns  cudaGetDevice
5.08607s     254ns  cudaGetDevice
5.08607s     265ns  cudaGetDevice
5.08608s     251ns  cudaGetDevice
5.08608s     246ns  cudaGetDevice
5.08608s     246ns  cudaGetDevice
5.08608s     348ns  cudaSetDevice
5.08608s     280ns  cudaSetDevice
5.08609s     436ns  cudaGetDevice
5.08609s     246ns  cudaGetDevice
5.08609s  6.7070us  cudaMemcpyAsync
5.08610s  6.0170us  cudaStreamSynchronize
5.08610s     406ns  cudaSetDevice
5.08613s     685ns  cudaGetDevice
5.08613s     263ns  cudaGetDevice
5.08614s     254ns  cudaGetDevice
5.08614s     268ns  cudaGetDevice
5.08614s     251ns  cudaGetDevice
5.08614s     248ns  cudaGetDevice
5.08614s     251ns  cudaGetDevice
5.08614s  169.45us  cudaMalloc
5.08631s  3.7660us  cudaSetDevice
5.08632s     325ns  cudaSetDevice
5.08633s     521ns  cudaGetDevice
5.08633s     253ns  cudaGetDevice
5.08633s  1.6043ms  cudaMemcpyAsync
5.08794s  118.06us  cudaStreamSynchronize
5.08806s  1.0990us  cudaSetDevice
5.08811s     831ns  cudaGetDevice
5.08811s     287ns  cudaGetDevice
5.08812s     259ns  cudaGetDevice
5.08812s     268ns  cudaGetDevice
5.08812s     251ns  cudaGetDevice
5.08812s     255ns  cudaGetDevice
5.08812s     249ns  cudaGetDevice
5.08812s     639ns  cudaSetDevice
5.08812s     274ns  cudaSetDevice
5.08813s     321ns  cudaGetDevice
5.08813s     252ns  cudaGetDevice
5.08813s  19.550us  cudaMemcpyAsync
5.08815s  7.4450us  cudaStreamSynchronize
5.08816s     424ns  cudaSetDevice
5.08818s     589ns  cudaGetDevice
5.08818s     255ns  cudaGetDevice
5.08818s     256ns  cudaGetDevice
5.08818s     268ns  cudaGetDevice
5.08818s     253ns  cudaGetDevice
5.08818s     249ns  cudaGetDevice
5.08818s     253ns  cudaGetDevice
5.08818s     496ns  cudaSetDevice
5.08818s     275ns  cudaSetDevice
5.08819s     301ns  cudaGetDevice
5.08819s     249ns  cudaGetDevice
5.08819s  14.244us  cudaMemcpyAsync
5.08820s  6.1510us  cudaStreamSynchronize
5.08821s     420ns  cudaSetDevice
5.08823s     565ns  cudaGetDevice
5.08823s     279ns  cudaGetDevice
5.08823s     259ns  cudaGetDevice
5.08823s     265ns  cudaGetDevice
5.08823s     247ns  cudaGetDevice
5.08823s     250ns  cudaGetDevice
5.08823s     248ns  cudaGetDevice
5.08823s     449ns  cudaSetDevice
5.08824s     275ns  cudaSetDevice
5.08824s     390ns  cudaGetDevice
5.08825s     245ns  cudaGetDevice
5.08825s  14.655us  cudaMemcpyAsync
5.08826s  6.5840us  cudaStreamSynchronize
5.08827s     419ns  cudaSetDevice
5.08827s     389ns  cudaGetDevice
5.08827s     262ns  cudaGetDevice
5.08827s     264ns  cudaGetDevice
5.08828s     267ns  cudaGetDevice
5.08828s     250ns  cudaGetDevice
5.08828s     244ns  cudaGetDevice
5.08828s     251ns  cudaGetDevice
5.08828s     353ns  cudaSetDevice
5.08828s     276ns  cudaSetDevice
5.08828s     305ns  cudaGetDevice
5.08828s     244ns  cudaGetDevice
5.08828s  5.4710us  cudaMemcpyAsync
5.08829s  6.8640us  cudaStreamSynchronize
5.08830s     352ns  cudaSetDevice
5.08830s     368ns  cudaGetDevice
5.08830s     261ns  cudaGetDevice
5.08830s     254ns  cudaGetDevice
5.08830s     266ns  cudaGetDevice
5.08830s     249ns  cudaGetDevice
5.08830s     247ns  cudaGetDevice
5.08830s     250ns  cudaGetDevice
5.08830s     351ns  cudaSetDevice
5.08830s     280ns  cudaSetDevice
5.08831s     304ns  cudaGetDevice
5.08831s     249ns  cudaGetDevice
5.08831s  11.778us  cudaMemcpyAsync
5.08832s  6.3580us  cudaStreamSynchronize
5.08833s     405ns  cudaSetDevice
5.08838s     675ns  cudaGetDevice
5.08838s     271ns  cudaGetDevice
5.08838s     266ns  cudaGetDevice
5.08838s     265ns  cudaGetDevice
5.08838s     257ns  cudaGetDevice
5.08838s     256ns  cudaGetDevice
5.08838s     251ns  cudaGetDevice
5.08839s     553ns  cudaSetDevice
5.08839s     275ns  cudaSetDevice
5.08839s     293ns  cudaGetDevice
5.08839s  2.0720us  cudaGetDevice
5.08839s  1.6579ms  cudaMemcpyAsync
5.09005s  117.33us  cudaStreamSynchronize
5.09017s     990ns  cudaSetDevice
5.09022s     848ns  cudaGetDevice
5.09022s     282ns  cudaGetDevice
5.09022s     255ns  cudaGetDevice
5.09022s     267ns  cudaGetDevice
5.09022s     250ns  cudaGetDevice
5.09022s     249ns  cudaGetDevice
5.09023s     255ns  cudaGetDevice
5.09023s     620ns  cudaSetDevice
5.09023s     288ns  cudaSetDevice
5.09024s     456ns  cudaGetDevice
5.09024s     247ns  cudaGetDevice
5.09024s  18.384us  cudaMemcpyAsync
5.09026s  6.7170us  cudaStreamSynchronize
5.09027s     420ns  cudaSetDevice
5.09028s     464ns  cudaGetDevice
5.09028s     264ns  cudaGetDevice
5.09028s     251ns  cudaGetDevice
5.09028s     266ns  cudaGetDevice
5.09029s     245ns  cudaGetDevice
5.09029s     247ns  cudaGetDevice
5.09029s     244ns  cudaGetDevice
5.09029s     414ns  cudaSetDevice
5.09029s     272ns  cudaSetDevice
5.09029s     292ns  cudaGetDevice
5.09029s     249ns  cudaGetDevice
5.09029s  5.6010us  cudaMemcpyAsync
5.09030s  6.2090us  cudaStreamSynchronize
5.09030s     353ns  cudaSetDevice
5.09031s     476ns  cudaGetDevice
5.09032s     257ns  cudaGetDevice
5.09032s     260ns  cudaGetDevice
5.09032s     268ns  cudaGetDevice
5.09032s     255ns  cudaGetDevice
5.09032s     250ns  cudaGetDevice
5.09032s     248ns  cudaGetDevice
5.09032s     384ns  cudaSetDevice
5.09032s     278ns  cudaSetDevice
5.09033s     441ns  cudaGetDevice
5.09033s     250ns  cudaGetDevice
5.09033s  7.3860us  cudaMemcpyAsync
5.09034s  6.1850us  cudaStreamSynchronize
5.09035s     411ns  cudaSetDevice
5.09035s     437ns  cudaGetDevice
5.09035s     264ns  cudaGetDevice
5.09035s     254ns  cudaGetDevice
5.09035s     270ns  cudaGetDevice
5.09035s     252ns  cudaGetDevice
5.09035s     244ns  cudaGetDevice
5.09036s     254ns  cudaGetDevice
5.09036s     359ns  cudaSetDevice
5.09036s     270ns  cudaSetDevice
5.09037s     396ns  cudaGetDevice
5.09037s     248ns  cudaGetDevice
5.09037s  5.1800us  cudaMemcpyAsync
5.09037s  6.3980us  cudaStreamSynchronize
5.09038s     409ns  cudaSetDevice
5.09038s     374ns  cudaGetDevice
5.09038s     267ns  cudaGetDevice
5.09038s     258ns  cudaGetDevice
5.09039s     267ns  cudaGetDevice
5.09039s     249ns  cudaGetDevice
5.09039s     246ns  cudaGetDevice
5.09039s     248ns  cudaGetDevice
5.09039s     352ns  cudaSetDevice
5.09039s     273ns  cudaSetDevice
5.09040s     372ns  cudaGetDevice
5.09040s     251ns  cudaGetDevice
5.09040s  4.7380us  cudaMemcpyAsync
5.09040s  6.1800us  cudaStreamSynchronize
5.09041s     399ns  cudaSetDevice
5.09043s     591ns  cudaGetDevice
5.09044s     271ns  cudaGetDevice
5.09044s     254ns  cudaGetDevice
5.09044s     260ns  cudaGetDevice
5.09044s     256ns  cudaGetDevice
5.09044s     252ns  cudaGetDevice
5.09044s     248ns  cudaGetDevice
5.09044s     431ns  cudaSetDevice
5.09044s     279ns  cudaSetDevice
5.09044s     317ns  cudaGetDevice
5.09044s     248ns  cudaGetDevice
5.09045s  3.8539ms  cudaMemcpyAsync
5.09430s  27.902us  cudaStreamSynchronize
5.09433s  1.3020us  cudaSetDevice
5.09448s  1.4460us  cudaGetDevice
5.09449s     288ns  cudaGetDevice
5.09450s     296ns  cudaGetDevice
5.09450s     267ns  cudaGetDevice
5.09450s     250ns  cudaGetDevice
5.09450s     249ns  cudaGetDevice
5.09450s     255ns  cudaGetDevice
5.09455s  1.0760us  cudaSetDevice
5.09455s     293ns  cudaSetDevice
5.09456s     299ns  cudaGetDevice
5.09456s     259ns  cudaGetDevice
5.09456s  16.123us  cudaMemcpyAsync
5.09458s  7.6740us  cudaStreamSynchronize
5.09459s     369ns  cudaSetDevice
5.09460s     437ns  cudaGetDevice
5.09460s     257ns  cudaGetDevice
5.09460s     259ns  cudaGetDevice
5.09460s     272ns  cudaGetDevice
5.09461s     254ns  cudaGetDevice
5.09461s     248ns  cudaGetDevice
5.09461s     245ns  cudaGetDevice
5.09461s     395ns  cudaSetDevice
5.09461s     278ns  cudaSetDevice
5.09461s     335ns  cudaGetDevice
5.09461s     247ns  cudaGetDevice
5.09461s  6.0860us  cudaMemcpyAsync
5.09462s  6.1550us  cudaStreamSynchronize
5.09462s     324ns  cudaSetDevice
5.09465s     559ns  cudaGetDevice
5.09465s     269ns  cudaGetDevice
5.09465s     262ns  cudaGetDevice
5.09465s     262ns  cudaGetDevice
5.09466s     249ns  cudaGetDevice
5.09466s     247ns  cudaGetDevice
5.09466s     246ns  cudaGetDevice
5.09466s     456ns  cudaSetDevice
5.09466s     276ns  cudaSetDevice
5.09466s     290ns  cudaGetDevice
5.09466s     247ns  cudaGetDevice
5.09466s  12.990us  cudaMemcpyAsync
5.09468s  6.3060us  cudaStreamSynchronize
5.09468s     414ns  cudaSetDevice
5.09469s     391ns  cudaGetDevice
5.09469s     266ns  cudaGetDevice
5.09469s     254ns  cudaGetDevice
5.09469s     267ns  cudaGetDevice
5.09469s     253ns  cudaGetDevice
5.09469s     251ns  cudaGetDevice
5.09469s     248ns  cudaGetDevice
5.09469s     339ns  cudaSetDevice
5.09469s     282ns  cudaSetDevice
5.09470s     411ns  cudaGetDevice
5.09470s     245ns  cudaGetDevice
5.09470s  5.0530us  cudaMemcpyAsync
5.09471s  6.1680us  cudaStreamSynchronize
5.09471s     375ns  cudaSetDevice
5.09472s     376ns  cudaGetDevice
5.09472s     264ns  cudaGetDevice
5.09472s     256ns  cudaGetDevice
5.09472s     272ns  cudaGetDevice
5.09472s     258ns  cudaGetDevice
5.09472s     249ns  cudaGetDevice
5.09472s     250ns  cudaGetDevice
5.09472s     336ns  cudaSetDevice
5.09472s     271ns  cudaSetDevice
5.09474s     430ns  cudaGetDevice
5.09474s     249ns  cudaGetDevice
5.09474s  11.471us  cudaMemcpyAsync
5.09475s  5.8410us  cudaStreamSynchronize
5.09476s     404ns  cudaSetDevice
5.09479s     587ns  cudaGetDevice
5.09479s     273ns  cudaGetDevice
5.09479s     261ns  cudaGetDevice
5.09479s     266ns  cudaGetDevice
5.09479s     255ns  cudaGetDevice
5.09479s     248ns  cudaGetDevice
5.09479s     255ns  cudaGetDevice
5.09480s  217.07us  cudaMalloc
5.09502s  1.1710us  cudaSetDevice
5.09502s     276ns  cudaSetDevice
5.09503s     457ns  cudaGetDevice
5.09503s     246ns  cudaGetDevice
5.09503s  1.8382ms  cudaMemcpyAsync
5.09687s  118.70us  cudaStreamSynchronize
5.09699s  1.6240us  cudaSetDevice
5.09704s     907ns  cudaGetDevice
5.09704s     288ns  cudaGetDevice
5.09704s     263ns  cudaGetDevice
5.09704s     272ns  cudaGetDevice
5.09705s     254ns  cudaGetDevice
5.09705s     246ns  cudaGetDevice
5.09705s     247ns  cudaGetDevice
5.09705s     514ns  cudaSetDevice
5.09705s     281ns  cudaSetDevice
5.09706s     296ns  cudaGetDevice
5.09706s     252ns  cudaGetDevice
5.09706s  23.228us  cudaMemcpyAsync
5.09708s  7.1500us  cudaStreamSynchronize
5.09709s     416ns  cudaSetDevice
5.09711s     593ns  cudaGetDevice
5.09711s     258ns  cudaGetDevice
5.09711s     255ns  cudaGetDevice
5.09712s     271ns  cudaGetDevice
5.09712s     246ns  cudaGetDevice
5.09712s     245ns  cudaGetDevice
5.09712s     250ns  cudaGetDevice
5.09712s     439ns  cudaSetDevice
5.09712s     274ns  cudaSetDevice
5.09713s     362ns  cudaGetDevice
5.09713s     247ns  cudaGetDevice
5.09713s  15.219us  cudaMemcpyAsync
5.09715s  6.5080us  cudaStreamSynchronize
5.09715s     428ns  cudaSetDevice
5.09717s     567ns  cudaGetDevice
5.09717s     255ns  cudaGetDevice
5.09717s     259ns  cudaGetDevice
5.09717s     264ns  cudaGetDevice
5.09717s     248ns  cudaGetDevice
5.09717s     245ns  cudaGetDevice
5.09717s     251ns  cudaGetDevice
5.09717s     430ns  cudaSetDevice
5.09717s     276ns  cudaSetDevice
5.09718s     405ns  cudaGetDevice
5.09718s     253ns  cudaGetDevice
5.09718s  13.635us  cudaMemcpyAsync
5.09720s  6.4020us  cudaStreamSynchronize
5.09720s     418ns  cudaSetDevice
5.09721s     444ns  cudaGetDevice
5.09722s     359ns  cudaGetDevice
5.09722s     254ns  cudaGetDevice
5.09722s     265ns  cudaGetDevice
5.09722s     251ns  cudaGetDevice
5.09722s     256ns  cudaGetDevice
5.09722s     246ns  cudaGetDevice
5.09722s  16.308us  cudaSetDevice
5.09724s     285ns  cudaSetDevice
5.09725s     424ns  cudaGetDevice
5.09725s     245ns  cudaGetDevice
5.09725s  6.9110us  cudaMemcpyAsync
5.09726s  6.5740us  cudaStreamSynchronize
5.09726s     407ns  cudaSetDevice
5.09727s     380ns  cudaGetDevice
5.09727s     259ns  cudaGetDevice
5.09727s     262ns  cudaGetDevice
5.09727s     268ns  cudaGetDevice
5.09727s     252ns  cudaGetDevice
5.09727s     245ns  cudaGetDevice
5.09727s     248ns  cudaGetDevice
5.09727s     333ns  cudaSetDevice
5.09727s     272ns  cudaSetDevice
5.09728s     442ns  cudaGetDevice
5.09728s     246ns  cudaGetDevice
5.09728s  4.8190us  cudaMemcpyAsync
5.09729s  5.9930us  cudaStreamSynchronize
5.09730s     412ns  cudaSetDevice
5.09735s     645ns  cudaGetDevice
5.09735s     275ns  cudaGetDevice
5.09735s     257ns  cudaGetDevice
5.09735s     269ns  cudaGetDevice
5.09735s     260ns  cudaGetDevice
5.09735s     250ns  cudaGetDevice
5.09735s     252ns  cudaGetDevice
5.09735s     457ns  cudaSetDevice
5.09735s     277ns  cudaSetDevice
5.09736s     372ns  cudaGetDevice
5.09736s     246ns  cudaGetDevice
5.09736s  1.6788ms  cudaMemcpyAsync
5.09904s  117.46us  cudaStreamSynchronize
5.09916s  1.0660us  cudaSetDevice
5.09921s     833ns  cudaGetDevice
5.09921s  2.3090us  cudaGetDevice
5.09922s     280ns  cudaGetDevice
5.09922s     266ns  cudaGetDevice
5.09922s     253ns  cudaGetDevice
5.09922s     247ns  cudaGetDevice
5.09922s     253ns  cudaGetDevice
5.09922s     540ns  cudaSetDevice
5.09922s     286ns  cudaSetDevice
5.09923s     289ns  cudaGetDevice
5.09923s     250ns  cudaGetDevice
5.09923s  11.477us  cudaMemcpyAsync
5.09924s  6.9220us  cudaStreamSynchronize
5.09925s     370ns  cudaSetDevice
5.09926s     467ns  cudaGetDevice
5.09926s     265ns  cudaGetDevice
5.09926s     254ns  cudaGetDevice
5.09926s     266ns  cudaGetDevice
5.09926s     245ns  cudaGetDevice
5.09926s     247ns  cudaGetDevice
5.09927s     251ns  cudaGetDevice
5.09927s     395ns  cudaSetDevice
5.09927s     272ns  cudaSetDevice
5.09927s     302ns  cudaGetDevice
5.09927s     252ns  cudaGetDevice
5.09927s  13.060us  cudaMemcpyAsync
5.09929s  6.5110us  cudaStreamSynchronize
5.09929s     411ns  cudaSetDevice
5.09930s     504ns  cudaGetDevice
5.09930s     269ns  cudaGetDevice
5.09931s     286ns  cudaGetDevice
5.09931s     273ns  cudaGetDevice
5.09931s     252ns  cudaGetDevice
5.09931s     254ns  cudaGetDevice
5.09931s     251ns  cudaGetDevice
5.09931s     408ns  cudaSetDevice
5.09931s     272ns  cudaSetDevice
5.09931s     338ns  cudaGetDevice
5.09931s     247ns  cudaGetDevice
